term,definition,source_glossary,math_area,scope,extraction_method,section,term_wikilink,is_stub,has_math,has_disambiguation,line_number,definition_wikilinks_count
chain homotopy equivalence,"A chain map that is an isomorphism up to chain homotopy; that is, if ƒ:C→D is a chain map, then it is a chain homotopy equivalence if there is a chain map g:D→C such that gƒ and ƒg are chain homotopic to the identity homomorphisms on C and D, respectively.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,124,0
change of fiber,"The change of fiber of a fibration p is a homotopy equivalence, up to homotopy, between the fibers of p induced by a path in the base.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,127,1
character variety,"The character variety of a group π and an algebraic group G (e.g., a reductive complex Lie group) is the geometric invariant theory quotient by G: :$\mathcal{X}(\pi, G) = \operatorname{Hom}(\pi, G)/ \! /G$.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,130,3
characteristic class,"Let Vect(X) be the set of isomorphism classes of vector bundles on X. We can view $X \mapsto \operatorname{Vect}(X)$ as a contravariant functor from Top to Set by sending a map ƒ:X → Y to the pullback ƒ* along it. Then a characteristic class is a natural transformation from Vect to the cohomology functor H*. Explicitly, to each vector bundle E we assign a cohomology class, say, c(E). The assignment is natural in the sense that ƒ*c(E) = c(ƒ*E).",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,134,2
chromatic homotopy theory,chromatic homotopy theory.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,137,1
class,Chern class.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,140,1
classifying space,"Loosely speaking, a classifying space is a space representing some contravariant functor defined on the category of spaces; for example, $BU$ is the classifying space in the sense $[-, BU]$ is the functor <math>X \mapsto \operatorname{Vect}^{\mathbb{R",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,144,1
clutching,See cobordism.,Glossary of algebraic topology,geometry_topology,primary,template,C,,True,False,False,147,1
cobar spectral sequence,See cobordism.,Glossary of algebraic topology,geometry_topology,primary,template,C,,True,False,False,149,1
cobordism,See cobordism.,Glossary of algebraic topology,geometry_topology,primary,template,C,,True,False,False,151,1
coefficient ring,"If E is a ring spectrum, then the coefficient ring of it is the ring $\pi_* E$.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,156,0
cofiber sequence,A cofiber sequence is any sequence that is equivalent to the sequence $X \overset{f}\to Y \to C_f$ for some ƒ where $C_f$ is the reduced mapping cone of ƒ (called the cofiber of ƒ).,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,159,0
cofibrant approximation,"A map $i: A \to B$ is a cofibration if it satisfies the property: given $h_0: B \to X$ and homotopy $g_t: A \to X$ such that $g_0=h_0\circ i$, there is a homotopy $h_t: B \to X$ such that $h_t \circ i = g_t$. A cofibration is injective and is a homeomorphism onto its image.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,162,1
cofibration,"A map $i: A \to B$ is a cofibration if it satisfies the property: given $h_0: B \to X$ and homotopy $g_t: A \to X$ such that $g_0=h_0\circ i$, there is a homotopy $h_t: B \to X$ such that $h_t \circ i = g_t$. A cofibration is injective and is a homeomorphism onto its image.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,164,1
coherent homotopy,See coherency (homotopy theory),Glossary of algebraic topology,geometry_topology,primary,template,C,,True,False,False,167,1
coherency,See coherency (homotopy theory),Glossary of algebraic topology,geometry_topology,primary,template,C,,True,False,False,169,1
cohomotopy group,"For a based space X, the set of homotopy classes $[X, S^n]$ is called the n-th cohomotopy group of X.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,172,1
cohomology operation,"An informal phrase but usually means taking a quotient; e.g., a cone is obtained by collapsing the top (or bottom) of a cylinder.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,175,0
collapse,"An informal phrase but usually means taking a quotient; e.g., a cone is obtained by collapsing the top (or bottom) of a cylinder.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,177,0
completion,A multiplicative cohomology theory E is complex-oriented if the restriction map E2(CP∞) → E2(CP1) is surjective.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,180,1
complex bordism,A multiplicative cohomology theory E is complex-oriented if the restriction map E2(CP∞) → E2(CP1) is surjective.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,182,1
complex-oriented,A multiplicative cohomology theory E is complex-oriented if the restriction map E2(CP∞) → E2(CP1) is surjective.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,184,1
concordant,The cone over a space X is $CX = X \times I / X \times \{0\}$. The reduced cone is obtained from the reduced cylinder $X \wedge I_+$ by collapsing the top.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,187,3
cone,The cone over a space X is $CX = X \times I / X \times \{0\}$. The reduced cone is obtained from the reduced cylinder $X \wedge I_+$ by collapsing the top.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,189,3
connective,A spectrum E is connective if $\pi_q E = 0$ for all negative integers q.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,192,1
configuration space,"A constant sheaf on a space X is a sheaf $\mathcal{F}$ on X such that for some set A and some map $A \to \mathcal{F}(X)$, the natural map $A \to \mathcal{F}(X) \to \mathcal{F}_x$ is bijective for any x in X.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,195,1
constant,"A constant sheaf on a space X is a sheaf $\mathcal{F}$ on X such that for some set A and some map $A \to \mathcal{F}(X)$, the natural map $A \to \mathcal{F}(X) \to \mathcal{F}_x$ is bijective for any x in X.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,197,1
continuous,Continuous cohomology.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,200,1
contractible space,A space is contractible if the identity map on the space is homotopic to the constant map.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,203,1
covering,"A map p: Y → X is a covering or a covering map if each point of x has a neighborhood N that is evenly covered by p; this means that the pre-image of N is a disjoint union of open sets, each of which maps to N homeomorphically.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,206,2
cup product,"A CW complex is a space X equipped with a CW structure; i.e., a filtration ::$X^0 \subset X^1 \subset X^2 \subset \cdots \subset X$ :such that (1) X0 is discrete and (2) Xn is obtained from Xn-1 by attaching n-cells.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,216,1
CW complex,"A CW complex is a space X equipped with a CW structure; i.e., a filtration ::$X^0 \subset X^1 \subset X^2 \subset \cdots \subset X$ :such that (1) X0 is discrete and (2) Xn is obtained from Xn-1 by attaching n-cells.",Glossary of algebraic topology,geometry_topology,primary,template,C,,False,True,False,218,1
cyclic homology,Another term for an automorphism of a covering.,Glossary of algebraic topology,geometry_topology,primary,template,C,,False,False,False,223,0
deck transformation,Another term for an automorphism of a covering.,Glossary of algebraic topology,geometry_topology,primary,template,D,,False,False,False,230,0
deformation retract,"A subspace $A \subset X$ is called a deformation retract of X if there is a homotopy $h_t : X \to X$ such that $h_0$ is the identity, $h_1(X) \subset A$ and ${h_1}|_A$ is the identity (i.e., $h_1$ is a retract of $A \hookrightarrow X$ in the sense in category theory). It is called a strong deformation retract if, in addition, $h_t$ satisfies the requirement that ${h_t}|_A$ is the identity. For example, a homotopy $h_t : B \to B, \, x \mapsto (1-t)x$ exhibits that the origin is a strong deformation retract of an open ball B centered at the origin.",Glossary of algebraic topology,geometry_topology,primary,template,D,,False,True,False,233,3
Deligne–Beilinson cohomology,Deligne–Beilinson cohomology,Glossary of algebraic topology,geometry_topology,primary,template,D,,False,False,False,236,1
delooping,"de Rham cohomology, the cohomology of complex of differential forms.",Glossary of algebraic topology,geometry_topology,primary,template,D,,False,False,False,239,1
degeneracy cycle,"de Rham cohomology, the cohomology of complex of differential forms.",Glossary of algebraic topology,geometry_topology,primary,template,D,,False,False,False,241,1
degree,"de Rham cohomology, the cohomology of complex of differential forms.",Glossary of algebraic topology,geometry_topology,primary,template,D,,False,False,False,243,1
de Rham,"de Rham cohomology, the cohomology of complex of differential forms.",Glossary of algebraic topology,geometry_topology,primary,template,D,,False,False,False,245,1
disjoint disk property,disjoint disk property.,Glossary of algebraic topology,geometry_topology,primary,template,D,,False,False,False,249,1
